sample_number,data_mode,split_version,k,test_mse,val_mse,test_l1_distance,val_l1_distance,test_cosine_sim,val_cosine_sim,test_rmse,val_rmse
1,all_gene,0,10,3.526097775,3.632182598,1.512341499,1.532724142,0.067805588,0.070756495,1.877790689,1.905828595
1,all_gene,1,10,3.669787407,3.568222284,1.546772003,1.516240835,0.070844591,0.069669306,1.915668964,1.888973832
1,all_gene,2,10,3.661347151,3.699535131,1.539693356,1.544445157,0.071273625,0.072195351,1.913464665,1.923417568
1,all_gene,3,10,3.543815851,3.603628397,1.515096545,1.521315694,0.068656087,0.069083691,1.882502556,1.898322463
1,all_gene,4,10,3.668623924,3.642041922,1.534029484,1.537934065,0.071846545,0.070633233,1.915365219,1.90841341
1,all_gene,5,10,3.590976477,3.620064974,1.529928327,1.532116175,0.069581866,0.070134163,1.894987226,1.90264678
1,all_gene,6,10,3.682967424,3.754425287,1.543426275,1.559974909,0.071746945,0.072409213,1.919105887,1.937633991
1,all_gene,7,10,3.688125372,3.619670868,1.541088223,1.530842304,0.071591377,0.070034742,1.920449257,1.902543306
1,all_gene,8,10,3.63723278,3.584836483,1.529255629,1.520444512,0.069826961,0.069883227,1.90715301,1.893366456
1,all_gene,9,10,3.697783947,3.693546772,1.543140411,1.550224781,0.07221359,0.071933746,1.922962308,1.921860218
1,all_gene,0,30,4.129123211,4.194235325,1.656119466,1.664917946,0.077658117,0.079856694,2.032024384,2.04798317
1,all_gene,1,30,4.239828587,4.209797382,1.683352709,1.675937533,0.079710126,0.079796553,2.059084415,2.051779032
1,all_gene,2,30,4.236769199,4.218829632,1.677145481,1.672908306,0.080128908,0.079794645,2.058341265,2.05397892
1,all_gene,3,30,4.037699699,4.136063099,1.638286471,1.652959704,0.0761289,0.076732099,2.009402752,2.033731222
1,all_gene,4,30,4.20513916,4.171336651,1.670263767,1.666615129,0.079930604,0.078607857,2.050643682,2.042385101
1,all_gene,5,30,4.149014473,4.21655941,1.668061018,1.677611589,0.078303337,0.079851747,2.036912918,2.053426266
1,all_gene,6,30,4.237190723,4.311481476,1.678796768,1.696397781,0.080292284,0.081307173,2.058443785,2.07641077
1,all_gene,7,30,4.215115547,4.152690887,1.677084923,1.665011525,0.079099894,0.077912152,2.053074598,2.037815332
1,all_gene,8,30,4.187072754,4.16617918,1.665467024,1.658502221,0.078114092,0.079863846,2.046233892,2.04112196
1,all_gene,9,30,4.226713657,4.206814766,1.678903103,1.676243663,0.08008343,0.079873502,2.055897236,2.051052094
1,all_gene,0,60,4.425593853,4.521299839,1.725475311,1.739975214,0.082150519,0.085146427,2.103709459,2.126334906
1,all_gene,1,60,4.528432846,4.501079559,1.751699805,1.74759388,0.08392334,0.084072948,2.128011465,2.121574879
1,all_gene,2,60,4.509261608,4.501211166,1.742918968,1.741036296,0.083856523,0.083896458,2.123502254,2.121605873
1,all_gene,3,60,4.294286728,4.441723347,1.704888105,1.723238945,0.079473794,0.081120729,2.072266102,2.107539654
1,all_gene,4,60,4.493906975,4.442015171,1.739378333,1.73284328,0.084219217,0.08249259,2.119883776,2.107608795
1,all_gene,5,60,4.434026718,4.497647762,1.738187671,1.742944479,0.082495272,0.084019244,2.105712891,2.120765924
1,all_gene,6,60,4.523237228,4.582829952,1.747000098,1.761418819,0.084734738,0.085246921,2.126790285,2.140754461
1,all_gene,7,60,4.486577988,4.473770618,1.745224357,1.74098146,0.082739532,0.082862198,2.118154287,2.115128994
1,all_gene,8,60,4.469259739,4.433336735,1.730527997,1.723026872,0.082216442,0.083845437,2.114062309,2.105549097
1,all_gene,9,60,4.483547688,4.489875793,1.741844058,1.742006898,0.083778262,0.084044158,2.117439032,2.118932724
1,all_gene,0,90,4.586824417,4.67046833,1.762303948,1.774714231,0.084358275,0.087153614,2.141687393,2.161126614
1,all_gene,1,90,4.68367672,4.673357487,1.788815737,1.78845942,0.086045206,0.086637855,2.164180279,2.161794901
1,all_gene,2,90,4.666265488,4.67388773,1.779043794,1.783029437,0.086063564,0.086299837,2.160154104,2.161917686
1,all_gene,3,90,4.444264412,4.601019859,1.741069436,1.761769056,0.081422448,0.083197951,2.108142376,2.144998789
1,all_gene,4,90,4.628404617,4.605516911,1.773539901,1.769240022,0.085642934,0.084946096,2.151372671,2.146046877
1,all_gene,5,90,4.6042099,4.652151108,1.776943922,1.780212402,0.084829986,0.086208582,2.145742178,2.15688467
1,all_gene,6,90,4.661602974,4.739314079,1.781706214,1.799182296,0.086370111,0.087482274,2.159074545,2.176996469
1,all_gene,7,90,4.624121666,4.628641605,1.77853322,1.778536916,0.084456623,0.084874749,2.150377035,2.151427746
1,all_gene,8,90,4.638550758,4.59472084,1.770162702,1.762107253,0.084474444,0.086106896,2.153729439,2.143529892
1,all_gene,9,90,4.63861084,4.651712894,1.777416945,1.780467272,0.085980177,0.086228609,2.153743505,2.156783104
1,all_gene,0,120,4.711491108,4.797030449,1.79236412,1.803695917,0.086092532,0.089028001,2.170596838,2.190212488
1,all_gene,1,120,4.813290119,4.796420097,1.819945216,1.815788269,0.087768734,0.088422775,2.193921089,2.190073013
1,all_gene,2,120,4.780795574,4.783799648,1.806645036,1.809409976,0.08748132,0.087659895,2.186502934,2.187189817
1,all_gene,3,120,4.556930542,4.709368229,1.767878652,1.787486911,0.083088219,0.084448099,2.134696722,2.170107841
1,all_gene,4,120,4.754288197,4.731752396,1.802888751,1.798400044,0.087393343,0.086933374,2.180433035,2.175259113
1,all_gene,5,120,4.72247839,4.781779766,1.806108356,1.809952378,0.086480558,0.088037968,2.173126459,2.186728001
1,all_gene,6,120,4.773714542,4.85742712,1.807944298,1.826741457,0.087992251,0.089128315,2.184883118,2.203957081
1,all_gene,7,120,4.740589142,4.737854481,1.806511641,1.804609299,0.085948467,0.086260319,2.177289486,2.176661253
