sample_number,data_mode,split_version,k,test_mse,val_mse,test_l1_distance,val_l1_distance,test_cosine_sim,val_cosine_sim,test_rmse,val_rmse
3,all_gene,0,10,3.576866865,3.485254765,1.534850478,1.514248133,0.063349783,0.062695384,1.891260624,1.866883755
3,all_gene,1,10,3.506468296,3.530077219,1.517362952,1.520007372,0.064522684,0.063835919,1.872556567,1.878849983
3,all_gene,2,10,3.499499321,3.470586777,1.514096856,1.499202251,0.063307881,0.061628759,1.870694876,1.86295104
3,all_gene,3,10,3.508744955,3.554164171,1.512567997,1.526816249,0.063089132,0.063903451,1.873164415,1.885249138
3,all_gene,4,10,3.521385908,3.601007223,1.518369436,1.52832818,0.062968254,0.064733028,1.876535654,1.897632003
3,all_gene,5,10,3.464045525,3.562567472,1.502721548,1.511849403,0.062739551,0.063909233,1.861194611,1.887476444
3,all_gene,6,10,3.528440475,3.48565793,1.520222783,1.508157969,0.064216197,0.062027991,1.878414392,1.866991639
3,all_gene,7,10,3.542283058,3.58156395,1.520463824,1.526171088,0.063227654,0.064707994,1.882095337,1.892502069
3,all_gene,8,10,3.499794722,3.509945393,1.501797199,1.504652977,0.063128352,0.064523876,1.870773792,1.87348485
3,all_gene,9,10,3.573052406,3.455183029,1.526361585,1.494604588,0.064075649,0.062720478,1.890251994,1.858812213
3,all_gene,0,30,4.136055946,4.030949593,1.674409628,1.653706789,0.071410358,0.06980139,2.033729553,2.007722378
3,all_gene,1,30,4.075136185,4.067400932,1.661320567,1.656911731,0.072643638,0.070908248,2.018696547,2.0167799
3,all_gene,2,30,4.071780682,4.017102718,1.661541939,1.641517639,0.07168287,0.06933254,2.017865419,2.00427103
3,all_gene,3,30,4.031790733,4.127077579,1.648259997,1.678284168,0.070260227,0.07158941,2.007931948,2.031521082
3,all_gene,4,30,4.062422752,4.143097878,1.657970786,1.676482677,0.070123911,0.072061896,2.015545368,2.035459995
3,all_gene,5,30,3.99624896,4.162985802,1.640939236,1.663900137,0.069828033,0.072763383,1.999062061,2.040339708
3,all_gene,6,30,4.100870609,4.037478447,1.666082025,1.647884488,0.072715342,0.069523394,2.025060654,2.009347677
3,all_gene,7,30,4.071074486,4.124796391,1.658277631,1.669885159,0.070210397,0.071830571,2.01769042,2.030959368
3,all_gene,8,30,4.06139183,4.008432388,1.641626239,1.639640927,0.07144779,0.07153517,2.015289545,2.002106905
3,all_gene,9,30,4.119179249,3.960888624,1.665312529,1.628441453,0.071427941,0.069541812,2.029576063,1.990198135
3,all_gene,0,60,4.387943268,4.307004452,1.739973426,1.721558928,0.074446797,0.073351085,2.094741821,2.075332403
3,all_gene,1,60,4.328668118,4.348722935,1.725952625,1.721558332,0.075975001,0.074896157,2.080545187,2.085359097
3,all_gene,2,60,4.356602192,4.279292583,1.728975415,1.705486894,0.075539649,0.073261201,2.08724761,2.068645
3,all_gene,3,60,4.284661293,4.387349606,1.711924791,1.742980838,0.07340771,0.074951351,2.069942236,2.094600201
3,all_gene,4,60,4.343459129,4.417039394,1.72676897,1.743276954,0.073961973,0.076037288,2.08409667,2.101675272
3,all_gene,5,60,4.274159431,4.430842876,1.710849643,1.729920864,0.07356447,0.076369822,2.067404032,2.104956627
3,all_gene,6,60,4.361929893,4.320680141,1.728715062,1.715105891,0.076200783,0.073637486,2.088523388,2.078624487
3,all_gene,7,60,4.3508358,4.394852638,1.727339745,1.734517694,0.074051082,0.075180471,2.085865736,2.096390486
3,all_gene,8,60,4.341444016,4.252851963,1.711032391,1.701111436,0.075345874,0.074478567,2.083613157,2.062244415
3,all_gene,9,60,4.392751217,4.218842983,1.734494686,1.693377614,0.074941039,0.073214293,2.095889091,2.053982258
3,all_gene,0,90,4.54602766,4.474049568,1.77947998,1.759904265,0.076574862,0.075438201,2.13214159,2.115195036
3,all_gene,1,90,4.476581573,4.500832081,1.762893915,1.759294868,0.078019083,0.076876462,2.115793467,2.121516466
3,all_gene,2,90,4.525020123,4.445182323,1.770222068,1.746824026,0.078004241,0.075604439,2.127209425,2.108360052
3,all_gene,3,90,4.454508305,4.548816204,1.755154252,1.780629158,0.075667024,0.077208936,2.110570669,2.132795334
3,all_gene,4,90,4.502106667,4.566617012,1.765895963,1.779977083,0.075927258,0.078034282,2.121816874,2.136964321
3,all_gene,5,90,4.434658527,4.574573994,1.749282837,1.766205668,0.075787246,0.078209221,2.105862856,2.138825417
3,all_gene,6,90,4.507840157,4.500168324,1.765459299,1.759304404,0.078152478,0.076121569,2.123167515,2.121360064
3,all_gene,7,90,4.51712513,4.554171562,1.768783689,1.775884628,0.076296687,0.077085257,2.125352859,2.134050608
3,all_gene,8,90,4.502089977,4.399344444,1.751927614,1.739344835,0.077583015,0.076200962,2.12181282,2.097461462
3,all_gene,9,90,4.571265697,4.36575222,1.774878502,1.730274916,0.077446401,0.075380921,2.138051748,2.0894382
3,all_gene,0,120,4.663010597,4.594778538,1.808094978,1.788360119,0.078142703,0.077183783,2.159400463,2.143543482
3,all_gene,1,120,4.588535786,4.622347355,1.788874626,1.787320375,0.079629898,0.078585029,2.142086744,2.149964571
3,all_gene,2,120,4.640398979,4.572363377,1.798120975,1.776880026,0.079598784,0.077503264,2.154158592,2.138308525
3,all_gene,3,120,4.57452631,4.660168648,1.78340435,1.806804538,0.07743293,0.078747034,2.138814211,2.158742428
3,all_gene,4,120,4.612808704,4.678618431,1.791893959,1.806679726,0.077437997,0.079564154,2.147745132,2.163011312
3,all_gene,5,120,4.562419415,4.692718506,1.77954483,1.793501616,0.077639997,0.079961956,2.135982037,2.166268349
3,all_gene,6,120,4.622467041,4.616610527,1.793207765,1.788513184,0.079744041,0.077626288,2.149992228,2.148629904
3,all_gene,7,120,4.640408039,4.674224377,1.79760766,1.80530107,0.078062713,0.078744411,2.154160738,2.161995411
3,all_gene,8,120,4.61449337,4.518619537,1.780202985,1.767730713,0.079012036,0.07794255,2.148137093,2.125704527
3,all_gene,9,120,4.695279121,4.490967274,1.803954482,1.760236263,0.079141259,0.077270329,2.166859388,2.119190216
