sample_number,data_mode,split_version,k,test_mse,val_mse,test_l1_distance,val_l1_distance,test_cosine_sim,val_cosine_sim,test_rmse,val_rmse
2,all_gene,0,10,2.440023661,2.47477293,1.104354262,1.113313317,0.03043294,0.030925155,1.562057495,1.573141098
2,all_gene,1,10,2.366714954,2.386983156,1.07850039,1.083028436,0.029555082,0.029243171,1.538413167,1.544986486
2,all_gene,2,10,2.51670742,2.526604891,1.111250043,1.119823456,0.031486154,0.032010436,1.586413383,1.589529753
2,all_gene,3,10,2.490733147,2.338224888,1.108096242,1.068263054,0.030975878,0.02900207,1.578205705,1.529125571
2,all_gene,4,10,2.282973289,2.494758606,1.060751319,1.103793263,0.028167963,0.03056556,1.510951161,1.579480529
2,all_gene,5,10,2.462150812,2.376416922,1.108957648,1.081693172,0.030471087,0.029325843,1.569124222,1.541563153
2,all_gene,6,10,2.609862328,2.472252369,1.15077877,1.101898789,0.032840967,0.030479252,1.615506887,1.572339773
2,all_gene,7,10,2.416829824,2.37968421,1.097015738,1.081201911,0.030016541,0.029247046,1.554615617,1.542622566
2,all_gene,8,10,2.413688183,2.450662136,1.107759595,1.102056742,0.029665828,0.030685604,1.553604841,1.565459132
2,all_gene,9,10,2.376484632,2.483840704,1.090918899,1.108989954,0.029627323,0.031216204,1.541585088,1.576020479
2,all_gene,0,30,3.022885561,3.140913963,1.261531591,1.280384421,0.036817491,0.038901985,1.738644719,1.772262335
2,all_gene,1,30,3.014870882,3.026330709,1.246802807,1.254768014,0.037001133,0.036544085,1.736338377,1.739635229
2,all_gene,2,30,3.115040064,3.179718971,1.283582568,1.283640981,0.037958801,0.039738774,1.764947653,1.783176661
2,all_gene,3,30,3.186282635,2.971754551,1.285275817,1.239865303,0.039073527,0.036223769,1.785016179,1.723877788
2,all_gene,4,30,2.913282156,3.089031935,1.235162377,1.26764679,0.035444617,0.037231088,1.706833959,1.757564187
2,all_gene,5,30,3.129639387,2.952531576,1.28172493,1.239868999,0.03818804,0.035685122,1.769078732,1.71829319
2,all_gene,6,30,3.306812048,3.070316792,1.328453779,1.267080069,0.040941656,0.037112415,1.81846416,1.752231956
2,all_gene,7,30,2.967231035,3.111244917,1.247262597,1.265889287,0.036238134,0.037709892,1.722565293,1.763872147
2,all_gene,8,30,3.082787275,3.091572046,1.288699269,1.271867037,0.037309706,0.038115263,1.755786777,1.758286715
2,all_gene,9,30,3.013645649,3.126263618,1.254483581,1.276475787,0.037085891,0.038602352,1.735985518,1.768124342
2,all_gene,0,60,3.417635441,3.56571579,1.36277163,1.384856582,0.041297495,0.043907821,1.848684788,1.888310313
2,all_gene,1,60,3.425391912,3.395986557,1.349940777,1.35139811,0.04168874,0.040571988,1.850781441,1.842820287
2,all_gene,2,60,3.535583735,3.590276241,1.391905069,1.38530755,0.042633474,0.044482172,1.880314827,1.894802451
2,all_gene,3,60,3.571619749,3.368952751,1.381259799,1.341361046,0.043497622,0.040630579,1.889872909,1.835470676
2,all_gene,4,60,3.269630909,3.447389126,1.329710722,1.361135602,0.039236009,0.041080296,1.808212042,1.856714606
2,all_gene,5,60,3.524036407,3.336309433,1.380585074,1.337464571,0.042609155,0.039900124,1.877241731,1.826556683
2,all_gene,6,60,3.688223362,3.459273815,1.423743725,1.366437078,0.045138359,0.04145968,1.920474768,1.859912276
2,all_gene,7,60,3.366288185,3.510446548,1.346444011,1.370409846,0.040871501,0.042059362,1.834744692,1.873618603
2,all_gene,8,60,3.465573072,3.505531788,1.383734703,1.36769557,0.041658223,0.043036342,1.861604929,1.872306585
2,all_gene,9,60,3.413000584,3.493433475,1.351937652,1.369706154,0.041720927,0.042696118,1.847430825,1.869072914
2,all_gene,0,90,3.631249666,3.811875582,1.418935418,1.444636703,0.043588817,0.046730876,1.905583858,1.952402472
2,all_gene,1,90,3.651255369,3.65525341,1.408349633,1.417788148,0.044198036,0.043398798,1.910825849,1.911871672
2,all_gene,2,90,3.77585578,3.857254744,1.453732967,1.450801134,0.045241237,0.047555566,1.943156123,1.963989496
2,all_gene,3,90,3.818011999,3.590072393,1.443139434,1.398677588,0.046226561,0.042987168,1.953973413,1.894748688
2,all_gene,4,90,3.496249914,3.694777727,1.387444496,1.421774864,0.04167217,0.043771625,1.869826198,1.922180414
2,all_gene,5,90,3.774905205,3.593644142,1.443139791,1.403190613,0.04540062,0.042699814,1.942911506,1.895690918
