sample_number,data_mode,split_version,k,test_mse,val_mse,test_l1_distance,val_l1_distance,test_cosine_sim,val_cosine_sim,test_rmse,val_rmse
2,all_gene,6,90,3.972835541,3.703341484,1.488132834,1.429727435,0.048494518,0.044106245,1.993197322,1.924406767
2,all_gene,7,90,3.632813215,3.768591404,1.411125422,1.43318367,0.043887556,0.044882536,1.905994058,1.941285968
2,all_gene,8,90,3.72581172,3.733686924,1.446482062,1.42390132,0.044674635,0.045640647,1.93023622,1.932275057
2,all_gene,9,90,3.653283358,3.741724253,1.411678791,1.429593086,0.044383943,0.045512438,1.911356449,1.934353709
2,all_gene,0,120,3.802873135,3.985717058,1.464738965,1.491322756,0.045318186,0.048565865,1.950095654,1.996426105
2,all_gene,1,120,3.827161551,3.849295855,1.454653263,1.466676474,0.046096802,0.045496106,1.956313252,1.961962223
2,all_gene,2,120,3.961991787,4.055828571,1.502953291,1.502620816,0.047196388,0.049753666,1.990475297,2.013908863
2,all_gene,3,120,3.990923405,3.768520594,1.490199804,1.44662106,0.047942817,0.044793308,1.99772954,1.941267729
2,all_gene,4,120,3.661342859,3.876116991,1.431089878,1.469283462,0.043349862,0.045695126,1.913463593,1.968785644
2,all_gene,5,120,3.955737829,3.770531654,1.492139459,1.449556708,0.047251105,0.044512689,1.988903642,1.941785693
2,all_gene,6,120,4.177770615,3.8632195,1.539450645,1.473719835,0.050689042,0.045679092,2.043959618,1.965507388
2,all_gene,7,120,3.826565504,3.952608109,1.459712505,1.47922051,0.045985341,0.04689306,1.956160903,1.988116741
2,all_gene,8,120,3.912120104,3.899339676,1.492847085,1.468118191,0.046729624,0.047404945,1.977908015,1.974674582
2,all_gene,9,120,3.814136267,3.911466837,1.454409957,1.475834846,0.046065867,0.047243536,1.952981353,1.97774291
