sample_number,data_mode,split_version,k,test_mse,val_mse,test_l1_distance,val_l1_distance,test_cosine_sim,val_cosine_sim,test_rmse,val_rmse
3,all_gene,0,10,2.390361309,2.460409403,1.076234698,1.093953371,0.028302908,0.028923631,1.546079278,1.568569183
3,all_gene,1,10,2.413085461,2.581711292,1.087813377,1.123888493,0.028594911,0.029886842,1.553410888,1.606770396
3,all_gene,2,10,2.316451311,2.330750942,1.069528103,1.072739005,0.027274668,0.027052104,1.521989226,1.526679754
3,all_gene,3,10,2.746847868,2.280849218,1.158602118,1.051595449,0.033359289,0.026385069,1.657361746,1.510248065
3,all_gene,4,10,2.530907869,2.415523291,1.118784308,1.091371775,0.029916942,0.028427482,1.590882778,1.554195404
3,all_gene,5,10,2.435862303,2.59744072,1.077561498,1.129748225,0.028783977,0.030434251,1.560724974,1.611657739
3,all_gene,6,10,2.595186472,2.846804857,1.119009256,1.190070033,0.031053662,0.033930182,1.610958219,1.687247753
3,all_gene,7,10,2.526774168,2.386625051,1.109458089,1.076463103,0.029437721,0.028069973,1.589583039,1.544870615
3,all_gene,8,10,2.57748127,2.448244333,1.128474236,1.090505362,0.030508339,0.028539956,1.60545361,1.564686656
3,all_gene,9,10,2.575126171,2.578882694,1.12629354,1.140325904,0.030828476,0.03056252,1.604719996,1.605890036
3,all_gene,0,30,3.06836319,3.209971189,1.254096985,1.277536273,0.035472512,0.037178457,1.751674414,1.791639209
3,all_gene,1,30,3.126121044,3.329623699,1.276707768,1.311387181,0.036136687,0.037766397,1.768084049,1.824725628
3,all_gene,2,30,2.994303942,2.991289139,1.24112606,1.251321912,0.034507096,0.033948421,1.730405688,1.729534388
3,all_gene,3,30,3.484743357,3.020217657,1.348023891,1.242342472,0.041418552,0.034379363,1.866746783,1.737877369
3,all_gene,4,30,3.394021988,3.094359875,1.3353616,1.272784948,0.03963542,0.035575509,1.842287183,1.759079218
3,all_gene,5,30,3.113341808,3.291095972,1.257155061,1.301883936,0.03610754,0.03791672,1.764466405,1.814137816
3,all_gene,6,30,3.37044239,3.664883852,1.316557884,1.396188855,0.039550185,0.042888463,1.835876465,1.914388657
3,all_gene,7,30,3.196114063,3.111789465,1.283777714,1.269094348,0.036597848,0.035823226,1.787767887,1.764026523
3,all_gene,8,30,3.393440962,3.113143682,1.326015949,1.265394092,0.03967768,0.035774291,1.842129469,1.764410257
3,all_gene,9,30,3.299506187,3.325858116,1.306177378,1.337531805,0.038733184,0.038628638,1.816454291,1.823693514
3,all_gene,0,60,3.466923475,3.704883337,1.358909845,1.401151419,0.039616048,0.042649925,1.861967683,1.92480731
3,all_gene,1,60,3.574621916,3.762893438,1.395224214,1.422176719,0.040791094,0.042137742,1.890667081,1.939817905
3,all_gene,2,60,3.475016356,3.430786133,1.361706614,1.368950367,0.039690316,0.038636982,1.864139557,1.852238178
3,all_gene,3,60,3.949694872,3.467662573,1.462403774,1.361413002,0.046556532,0.039127409,1.987383962,1.862166047
3,all_gene,4,60,3.817860365,3.557094336,1.440842628,1.389597058,0.044060647,0.040492296,1.95393455,1.886026025
3,all_gene,5,60,3.541476965,3.756645441,1.368545294,1.41968739,0.040710568,0.042784512,1.881881237,1.938206792
3,all_gene,6,60,3.853992939,4.165060043,1.434677005,1.515847921,0.044915259,0.048509359,1.963158965,2.040847778
3,all_gene,7,60,3.661259651,3.580852509,1.395372868,1.387984276,0.041636169,0.04084599,1.913441777,1.892314076
3,all_gene,8,60,3.88181901,3.554004431,1.449298978,1.377903938,0.045014679,0.040426314,1.970233202,1.885206699
3,all_gene,9,60,3.747363806,3.812351704,1.421860456,1.45623076,0.043592513,0.043989718,1.935810924,1.952524424
3,all_gene,0,90,3.736355543,4.003826618,1.430852532,1.478676081,0.042334795,0.045821548,1.932965517,2.000956535
3,all_gene,1,90,3.858444214,4.034519672,1.471224546,1.490146279,0.043720365,0.044932544,1.964292288,2.008611441
3,all_gene,2,90,3.788253784,3.737535238,1.444050193,1.448407888,0.042968333,0.041846871,1.94634366,1.933270574
3,all_gene,3,90,4.247021675,3.754195452,1.539279222,1.437572122,0.049696088,0.042063475,2.060830355,1.937574625
3,all_gene,4,90,4.111312389,3.858224869,1.516840696,1.461882949,0.047058523,0.043795764,2.027637243,1.964236498
3,all_gene,5,90,3.800838232,4.066343307,1.433414936,1.497783661,0.043416619,0.04607147,1.949573874,2.016517639
3,all_gene,6,90,4.156143188,4.440413475,1.509778619,1.585913658,0.048178136,0.051374614,2.038662195,2.107228756
3,all_gene,7,90,3.948614597,3.899878979,1.471164584,1.464741707,0.04463923,0.044380784,1.987112164,1.974811077
3,all_gene,8,90,4.171561718,3.809107304,1.520234346,1.444851518,0.048063695,0.043035448,2.042440176,1.951693416
3,all_gene,9,90,4.019697666,4.127775192,1.489131451,1.532414556,0.046424866,0.047480881,2.004918337,2.031692743
3,all_gene,0,120,3.945863247,4.224966526,1.486823082,1.535040855,0.044423342,0.048150659,1.986419678,2.055472374
3,all_gene,1,120,4.078886509,4.247898102,1.531675935,1.545507312,0.045846999,0.047039866,2.019625425,2.061043024
3,all_gene,2,120,4.032689571,3.973758936,1.505745053,1.50782907,0.045496166,0.044305801,2.008155823,1.993428946
3,all_gene,3,120,4.459600449,3.99102807,1.595482111,1.49818337,0.051831186,0.044484019,2.11177659,1.997755766
3,all_gene,4,120,4.359360218,4.071989536,1.57979393,1.517459154,0.049631655,0.045952857,2.08790803,2.017917156
3,all_gene,5,120,4.004436016,4.290739536,1.488406062,1.554277539,0.04541713,0.048385561,2.001108646,2.071409941
3,all_gene,6,120,4.402959347,4.672186375,1.571292877,1.643500447,0.050805807,0.05384481,2.098322868,2.161524057
3,all_gene,7,120,4.184966087,4.118341923,1.531976581,1.521106839,0.047091186,0.046618879,2.045718908,2.029369831
3,all_gene,8,120,4.399723053,4.049110413,1.579308987,1.501109004,0.050399959,0.045664132,2.097551584,2.012240171
3,all_gene,9,120,4.239868641,4.361897469,1.548817515,1.591838241,0.048637867,0.050023675,2.059094191,2.08851552
