sample_number,data_mode,split_version,k,test_mse,val_mse,test_l1_distance,val_l1_distance,test_cosine_sim,val_cosine_sim,test_rmse,val_rmse
5,all_gene,0,10,2.126444817,2.120399237,1.091722965,1.091375709,0.049661815,0.04922998,1.458233476,1.456159115
5,all_gene,1,10,2.069306374,2.088157654,1.078297853,1.080971003,0.048231781,0.048694551,1.438508391,1.445045948
5,all_gene,2,10,2.096470356,2.089008093,1.08453095,1.077767253,0.049003899,0.049236119,1.447919369,1.445340157
5,all_gene,3,10,2.089958429,2.074462891,1.08184135,1.076795816,0.048742712,0.048433483,1.445668817,1.44029963
5,all_gene,4,10,2.076601267,2.099530935,1.079252243,1.08296442,0.048630416,0.048844874,1.441041708,1.448975801
5,all_gene,5,10,2.074394941,2.115597486,1.078611255,1.091784,0.048976481,0.04907316,1.440276027,1.454509377
5,all_gene,6,10,2.093519211,2.077906609,1.082418561,1.078189492,0.048878968,0.048671663,1.446899891,1.441494584
5,all_gene,7,10,2.042113781,2.104713678,1.069719195,1.08516264,0.048184454,0.04913187,1.429025412,1.450763106
5,all_gene,8,10,2.068994045,2.089974642,1.078522921,1.082846284,0.048384011,0.048839927,1.438399792,1.445674419
5,all_gene,9,10,2.127288342,2.074181557,1.092425942,1.079583168,0.049595356,0.048464239,1.458522677,1.440201879
5,all_gene,0,30,2.43969655,2.424647093,1.191199064,1.186155081,0.055915773,0.055247903,1.561952829,1.557127833
5,all_gene,1,30,2.372758627,2.395914316,1.174332142,1.17905426,0.054211438,0.05478847,1.540376186,1.547874093
5,all_gene,2,30,2.414306641,2.393598318,1.183942556,1.176270366,0.05548352,0.055335879,1.553803921,1.547125816
5,all_gene,3,30,2.409038782,2.38641715,1.182692289,1.176498771,0.055109322,0.054615676,1.552107811,1.544803262
5,all_gene,4,30,2.388464451,2.406023502,1.179010034,1.180071354,0.05480659,0.054854512,1.545465827,1.551136255
5,all_gene,5,30,2.373877287,2.42421484,1.17347753,1.189768195,0.05497998,0.055021822,1.540739179,1.556989074
5,all_gene,6,30,2.411147833,2.387650967,1.18254745,1.176626086,0.055146456,0.054776847,1.552787066,1.545202613
5,all_gene,7,30,2.353819609,2.413715601,1.168511629,1.183221102,0.054469705,0.05524826,1.534216285,1.553613782
