sample_number,data_mode,split_version,k,test_mse,val_mse,test_l1_distance,val_l1_distance,test_cosine_sim,val_cosine_sim,test_rmse,val_rmse
5,all_gene,8,30,2.379516602,2.409782171,1.177844167,1.182777166,0.054460347,0.055452228,1.542568207,1.552347302
5,all_gene,9,30,2.437886,2.388228893,1.190180898,1.179046154,0.055740476,0.054696739,1.561373115,1.545389533
5,all_gene,0,60,2.597472429,2.588853121,1.239755392,1.236751676,0.059000015,0.058456779,1.611667633,1.608991385
5,all_gene,1,60,2.524180651,2.545855761,1.221534729,1.226525068,0.057119906,0.057662189,1.588767052,1.595573783
5,all_gene,2,60,2.568955421,2.546164513,1.232495189,1.223550558,0.058448851,0.058324099,1.602796078,1.595670581
5,all_gene,3,60,2.566331863,2.540282249,1.231306314,1.223979115,0.058179736,0.057607412,1.601977468,1.593826294
5,all_gene,4,60,2.541788101,2.565924644,1.225948215,1.230523586,0.057814956,0.057987928,1.594298601,1.60185039
5,all_gene,5,60,2.520822287,2.57619977,1.220780492,1.237772226,0.057800114,0.057836175,1.587709785,1.605054498
5,all_gene,6,60,2.559876919,2.539754152,1.228756666,1.224945784,0.057997942,0.057694972,1.599961519,1.593660593
5,all_gene,7,60,2.506201267,2.567205906,1.216010213,1.23100543,0.05749017,0.058242559,1.58309865,1.602250218
5,all_gene,8,60,2.533541918,2.561020613,1.225482702,1.230403185,0.057437122,0.05835104,1.591710329,1.600318909
5,all_gene,9,60,2.588118315,2.541584969,1.2378124,1.226811409,0.058592439,0.057624936,1.60876298,1.594234943
5,all_gene,0,90,2.687229872,2.672595978,1.267275453,1.262060404,0.060645521,0.059983611,1.63927722,1.634807587
5,all_gene,1,90,2.609248161,2.634427547,1.248718262,1.253248334,0.058663428,0.059345603,1.615316749,1.623091936
5,all_gene,2,90,2.654015064,2.633967161,1.258832335,1.250626206,0.060008228,0.05998534,1.629114866,1.622950196
5,all_gene,3,90,2.650761127,2.624315977,1.257019281,1.249675274,0.059719861,0.05916214,1.628115773,1.619974017
5,all_gene,4,90,2.630581141,2.652997017,1.253487706,1.257199049,0.05947715,0.059657931,1.621906638,1.628802299
5,all_gene,5,90,2.601889849,2.660593987,1.246101618,1.264037848,0.059262097,0.059334159,1.613037467,1.631132722
5,all_gene,6,90,2.643199682,2.623019218,1.254615664,1.251224637,0.059521854,0.059196174,1.625792027,1.619573832
5,all_gene,7,90,2.59612298,2.648352861,1.243291974,1.256491065,0.05923897,0.059696794,1.611248851,1.62737608
5,all_gene,8,90,2.618217945,2.651089668,1.252470136,1.257632017,0.058976829,0.060051262,1.618090868,1.628216743
5,all_gene,9,90,2.674150944,2.626179457,1.264455914,1.252774358,0.060188949,0.059135079,1.635283113,1.620549083
5,all_gene,0,120,2.746312141,2.736248016,1.285849094,1.281098485,0.061659992,0.061169863,1.657200098,1.654160857
5,all_gene,1,120,2.667870522,2.69617939,1.267009854,1.272317171,0.059691966,0.060453653,1.633361697,1.642004728
5,all_gene,2,120,2.71455574,2.694227695,1.27750361,1.269215107,0.061085165,0.061049521,1.647590876,1.641410232
5,all_gene,3,120,2.710689068,2.684536457,1.275578499,1.268299937,0.060790718,0.060228467,1.646417022,1.63845551
5,all_gene,4,120,2.690956593,2.715061426,1.272217393,1.276365757,0.060553312,0.060744524,1.640413523,1.647744298
5,all_gene,5,120,2.662113428,2.722589016,1.26505363,1.282887578,0.060351312,0.060441077,1.631598473,1.650026917
5,all_gene,6,120,2.703436613,2.681257725,1.273575544,1.26921761,0.06059438,0.060206771,1.64421308,1.637454629
5,all_gene,7,120,2.658243656,2.707526207,1.262983561,1.274867892,0.060370564,0.060733736,1.630412102,1.645456195
5,all_gene,8,120,2.676697493,2.712724686,1.270889163,1.276838422,0.060002327,0.061153173,1.636061549,1.647035122
5,all_gene,9,120,2.736032963,2.68502593,1.283396363,1.271502256,0.061313331,0.060163379,1.654095769,1.638604879
