sample_number,data_mode,split_version,k,test_mse,val_mse,test_l1_distance,val_l1_distance,test_cosine_sim,val_cosine_sim,test_rmse,val_rmse
4,all_gene,8,60,2.383688688,2.390081406,1.181146502,1.186867237,0.054288805,0.054093957,1.543919921,1.545988798
4,all_gene,9,60,2.388136148,2.385760307,1.180960536,1.185643792,0.054169178,0.054030597,1.545359612,1.544590712
4,all_gene,0,90,2.461564541,2.465990305,1.208382726,1.208568335,0.05549413,0.055363357,1.568937421,1.57034719
4,all_gene,1,90,2.463194847,2.479704618,1.207098603,1.212101102,0.055169821,0.055636048,1.569456816,1.574707747
4,all_gene,2,90,2.487999678,2.450595617,1.216854692,1.203801155,0.055696607,0.0550825,1.577339411,1.565437794
4,all_gene,3,90,2.490023613,2.484066248,1.216496468,1.215233445,0.056076825,0.055859804,1.577980876,1.576092124
4,all_gene,4,90,2.461878777,2.459389687,1.209160805,1.208043456,0.054904699,0.055528283,1.569037557,1.5682441
4,all_gene,5,90,2.471012592,2.475205898,1.209650755,1.209943891,0.055188179,0.055916667,1.571945429,1.573278666
4,all_gene,6,90,2.470315695,2.475210905,1.210976362,1.214584231,0.05517894,0.05528003,1.571723819,1.573280334
4,all_gene,7,90,2.468040943,2.484359026,1.211121798,1.212634087,0.055377364,0.055536926,1.57099998,1.576184988
4,all_gene,8,90,2.462230444,2.471180916,1.206714034,1.212150335,0.055696309,0.055560291,1.569149613,1.571999073
4,all_gene,9,90,2.465820074,2.463092327,1.205961823,1.210411668,0.055554092,0.05541712,1.57029295,1.569424152
4,all_gene,0,120,2.517576933,2.525457382,1.226130724,1.226801634,0.056470931,0.056419253,1.586687446,1.589168787
4,all_gene,1,120,2.523412943,2.535159349,1.225896597,1.229431152,0.056210816,0.056612313,1.588525414,1.592218399
4,all_gene,2,120,2.545172453,2.504841089,1.235028744,1.22175014,0.056699872,0.055968702,1.595359683,1.58266902
4,all_gene,3,120,2.546190739,2.541453123,1.234461546,1.233524203,0.057046533,0.056857526,1.595678806,1.594193578
4,all_gene,4,120,2.519026518,2.513711929,1.226953745,1.225870371,0.055881619,0.05645293,1.587144136,1.585469007
4,all_gene,5,120,2.526557207,2.532557487,1.227942824,1.227829099,0.056133866,0.056942105,1.589514732,1.5914011
4,all_gene,6,120,2.527244091,2.533053875,1.229207277,1.232577801,0.056181014,0.056286991,1.589730859,1.591557026
4,all_gene,7,120,2.525280476,2.541898966,1.229112983,1.231423259,0.056371987,0.056503654,1.589113116,1.59433341
4,all_gene,8,120,2.518042564,2.530062675,1.224657178,1.231211305,0.056690753,0.056585252,1.586834073,1.590617061
4,all_gene,9,120,2.52204299,2.518289804,1.224036217,1.227949619,0.056551456,0.056345344,1.588094115,1.586912036
