sample_number,data_mode,split_version,k,test_mse,val_mse,test_l1_distance,val_l1_distance,test_cosine_sim,val_cosine_sim,test_rmse,val_rmse
4,all_gene,0,10,1.958345056,1.968972802,1.042979121,1.046503663,0.045898318,0.045951843,1.399408817,1.403200865
4,all_gene,1,10,1.953237295,1.973651767,1.041208029,1.048253894,0.045493126,0.046085954,1.39758265,1.404867172
4,all_gene,2,10,1.981812239,1.944615722,1.052427053,1.037835717,0.046163082,0.045472443,1.407768488,1.394494772
4,all_gene,3,10,1.985505223,1.977913499,1.048913598,1.049924612,0.046515822,0.046285629,1.409079552,1.406383157
4,all_gene,4,10,1.958798766,1.963836908,1.045497894,1.045712113,0.045501709,0.046091378,1.399570942,1.401369691
4,all_gene,5,10,1.966506839,1.959492683,1.044376135,1.043746471,0.045682251,0.045921624,1.402321935,1.399818778
4,all_gene,6,10,1.957424283,1.969521403,1.043077588,1.048213243,0.045435905,0.045760632,1.3990798,1.403396368
4,all_gene,7,10,1.959786177,1.977433443,1.044748545,1.048079967,0.045713007,0.045849621,1.399923682,1.406212449
4,all_gene,8,10,1.964131355,1.961386681,1.043371558,1.046389699,0.046180904,0.045804739,1.401474714,1.400495172
4,all_gene,9,10,1.968287945,1.966829181,1.043696523,1.045380473,0.046055853,0.046012461,1.402956843,1.402436852
4,all_gene,0,30,2.247457981,2.245148182,1.138760209,1.138057828,0.051552832,0.051208615,1.499152422,1.498381853
4,all_gene,1,30,2.234831095,2.257306576,1.133768559,1.140057445,0.050905824,0.051580191,1.494935155,1.502433538
4,all_gene,2,30,2.262685776,2.22755599,1.144488931,1.133115411,0.051543951,0.050866544,1.504222631,1.492499948
4,all_gene,3,30,2.269567251,2.264111757,1.144772768,1.143990278,0.051963687,0.051862895,1.50650835,1.504696608
4,all_gene,4,30,2.241145611,2.242033005,1.138081908,1.136877775,0.050909758,0.051544666,1.497045636,1.49734199
4,all_gene,5,30,2.251387835,2.25200963,1.138061523,1.138743162,0.051181853,0.05171591,1.500462532,1.500669718
4,all_gene,6,30,2.245745897,2.247069836,1.1386832,1.140939951,0.051005363,0.051098049,1.49858129,1.499022961
4,all_gene,7,30,2.247560024,2.260515213,1.140162587,1.14061141,0.051362753,0.051376641,1.499186397,1.503500938
4,all_gene,8,30,2.241641045,2.249598503,1.134290576,1.140474439,0.051599979,0.051502407,1.497211099,1.499866128
4,all_gene,9,30,2.247842312,2.242388964,1.134620428,1.139117002,0.051573157,0.051352799,1.499280572,1.497460842
4,all_gene,0,60,2.383912563,2.384608507,1.183616161,1.183299065,0.054081261,0.05384481,1.5439924,1.544217825
4,all_gene,1,60,2.379102945,2.400893211,1.180645466,1.186749816,0.053618312,0.054255366,1.542434096,1.54948163
4,all_gene,2,60,2.407561779,2.371536732,1.191702366,1.178909898,0.05423516,0.053638279,1.551631927,1.539979458
4,all_gene,3,60,2.410725117,2.403204203,1.191235781,1.189295769,0.054628968,0.054418623,1.552651048,1.550227165
4,all_gene,4,60,2.383141994,2.380257607,1.184400916,1.1828264,0.053515255,0.05408287,1.543742895,1.542808294
4,all_gene,5,60,2.389135838,2.392668724,1.18351984,1.183875442,0.053726256,0.05439043,1.545683026,1.546825409
4,all_gene,6,60,2.392505407,2.3950243,1.18615818,1.189293504,0.053793013,0.053848684,1.546772599,1.54758656
4,all_gene,7,60,2.388653517,2.401856184,1.185797453,1.18667829,0.053959548,0.054026425,1.545526981,1.54979229
