sample_number,data_mode,split_version,k,test_mse,val_mse,test_l1_distance,val_l1_distance,test_cosine_sim,val_cosine_sim,test_rmse,val_rmse
1,all_gene,4,60,2.45262599,2.447910547,1.201559424,1.198052406,0.056123435,0.055693686,1.566086173,1.564579964
1,all_gene,5,60,2.444378376,2.416773558,1.198469281,1.191599131,0.055782795,0.055140376,1.563450813,1.554597497
1,all_gene,6,60,2.433903456,2.451518536,1.195950627,1.20019114,0.055381179,0.056104183,1.560097218,1.565732598
1,all_gene,7,60,2.410637856,2.450059175,1.191662788,1.200805068,0.054366529,0.055734217,1.552622914,1.56526649
1,all_gene,8,60,2.440126181,2.459391117,1.201265812,1.201364517,0.055397332,0.055882037,1.562090278,1.568244576
1,all_gene,9,60,2.433537483,2.439738989,1.196877599,1.1978091,0.055594504,0.055850685,1.559979916,1.561966419
1,all_gene,0,90,2.505324841,2.505840778,1.219618678,1.219160557,0.056649804,0.056768537,1.582821846,1.582984805
1,all_gene,1,90,2.534490585,2.52091074,1.23030746,1.220947623,0.056960404,0.057643771,1.592008352,1.58773756
1,all_gene,2,90,2.483839273,2.536678791,1.214727283,1.229268909,0.055948496,0.057655931,1.576020122,1.592695475
1,all_gene,3,90,2.508172274,2.513544083,1.221430063,1.221128583,0.056764603,0.056853592,1.583721042,1.585416079
1,all_gene,4,90,2.540390491,2.530383348,1.228898883,1.224674702,0.057787776,0.057213187,1.593860269,1.590717912
1,all_gene,5,90,2.522759676,2.496482372,1.223567128,1.217548966,0.057193696,0.056606412,1.588319778,1.580026031
1,all_gene,6,90,2.514800072,2.532711267,1.22173667,1.225972772,0.0568766,0.057640314,1.585812092,1.59144938
1,all_gene,7,90,2.495699883,2.533105373,1.218346834,1.227309346,0.055983305,0.057262957,1.579778433,1.591573238
1,all_gene,8,90,2.523510695,2.538378716,1.227419853,1.226763248,0.056963801,0.057330668,1.58855617,1.593229055
1,all_gene,9,90,2.51656127,2.520201206,1.222986817,1.223479509,0.057132185,0.057338536,1.586367369,1.587514162
1,all_gene,0,120,2.559224367,2.563046694,1.236401677,1.237884641,0.057594776,0.057765663,1.599757552,1.600951791
1,all_gene,1,120,2.593090296,2.577003717,1.248799562,1.238662958,0.058010876,0.058654666,1.610307574,1.605304837
1,all_gene,2,120,2.540255308,2.591205835,1.232697606,1.246777773,0.056937993,0.058609307,1.59381783,1.609722257
1,all_gene,3,120,2.563319921,2.568084717,1.239789128,1.238511801,0.057691276,0.057788491,1.601037145,1.602524519
1,all_gene,4,120,2.596325874,2.586037159,1.246662855,1.242810488,0.058762252,0.058145821,1.611311793,1.608116031
1,all_gene,5,120,2.579736948,2.554219723,1.241762877,1.235942125,0.058200717,0.057595968,1.606155992,1.598192692
1,all_gene,6,120,2.570874453,2.590631723,1.239753008,1.244129658,0.057833374,0.05867362,1.603394628,1.60954392
1,all_gene,7,120,2.552656174,2.588237524,1.236779809,1.244784951,0.056988776,0.058214307,1.597703457,1.608800054
1,all_gene,8,120,2.578539371,2.59523797,1.244998574,1.245050073,0.057900727,0.058330595,1.605783105,1.610974193
1,all_gene,9,120,2.56985116,2.576296806,1.240613937,1.241168737,0.058018327,0.058331788,1.603075504,1.605084658
