sample_number,data_mode,split_version,k,test_mse,val_mse,test_l1_distance,val_l1_distance,test_cosine_sim,val_cosine_sim,test_rmse,val_rmse
1,all_gene,0,10,1.985908031,1.993489027,1.051884294,1.053632259,0.046595275,0.046885431,1.409222484,1.411909699
1,all_gene,1,10,1.997174621,2.018076658,1.05824542,1.059782863,0.046496093,0.047721326,1.413214326,1.420590281
1,all_gene,2,10,1.961773992,2.03418231,1.045737863,1.064956903,0.045954883,0.047989368,1.400633454,1.426247597
1,all_gene,3,10,1.975708127,1.998151541,1.048241615,1.05504632,0.046363831,0.046904087,1.405598879,1.413559914
1,all_gene,4,10,2.015848875,2.015683889,1.06013155,1.057388067,0.047626615,0.047285259,1.419805884,1.419747829
1,all_gene,5,10,2.008800268,1.981459498,1.058358192,1.050094962,0.047240317,0.04650408,1.417321563,1.407643199
1,all_gene,6,10,1.99183476,2.007227898,1.054115176,1.056391478,0.046691358,0.047274411,1.411323786,1.416766763
1,all_gene,7,10,1.987661123,2.014340401,1.053153992,1.058610559,0.046285033,0.047284544,1.409844398,1.419274569
1,all_gene,8,10,2.000982285,2.025838137,1.060044765,1.061105847,0.046812475,0.047436714,1.414560795,1.423319459
1,all_gene,9,10,1.990457892,2.00110507,1.054463863,1.056588769,0.046862066,0.047200978,1.410835862,1.414604187
1,all_gene,0,30,2.275556564,2.28057909,1.146888971,1.146940231,0.052270353,0.052567005,1.508494854,1.510158658
1,all_gene,1,30,2.301581621,2.29809165,1.156520724,1.14985013,0.052514791,0.053330004,1.5170964,1.515945792
1,all_gene,2,30,2.250231266,2.317842484,1.140437007,1.157153368,0.051515102,0.053570032,1.500077128,1.522446275
1,all_gene,3,30,2.275626659,2.280102253,1.146798849,1.147872329,0.052332103,0.05236131,1.508517981,1.510000706
1,all_gene,4,30,2.305706024,2.300065041,1.154187202,1.150182009,0.053309917,0.052841127,1.518455148,1.516596556
1,all_gene,5,30,2.297863007,2.266031504,1.152088642,1.143297076,0.052924216,0.052147031,1.515870333,1.505334377
1,all_gene,6,30,2.286933422,2.303117037,1.148535967,1.152715206,0.052559853,0.053202212,1.512261033,1.517602444
1,all_gene,7,30,2.266396761,2.300704718,1.145071983,1.152545452,0.051629663,0.052847981,1.505455613,1.516807437
1,all_gene,8,30,2.294440269,2.312769175,1.154779911,1.154305696,0.052589417,0.0530985,1.514740944,1.520779133
1,all_gene,9,30,2.288609505,2.29122448,1.150132179,1.150021315,0.052821398,0.052944779,1.512815118,1.513679147
1,all_gene,0,60,2.42377305,2.425566435,1.194025278,1.193402529,0.05512017,0.055335939,1.556847095,1.557422996
1,all_gene,1,60,2.451446533,2.442128658,1.204040885,1.196089983,0.055420756,0.056162298,1.565709591,1.562731147
1,all_gene,2,60,2.400878668,2.457020998,1.188489079,1.203204155,0.054410815,0.056203246,1.549476862,1.56748879
1,all_gene,3,60,2.424700499,2.431243896,1.194422245,1.195393324,0.05523479,0.055309594,1.557145,1.559244633
